S.No,Contract No.,Reg. No.,Asset Id.,State,Location,Category,Brand,Model,Year,Start Price,Bidders Count,Sale Price,Yard Entry Date,Posted Date,Auction Start Date,Auction Start Time,Auction End Date,Auction End Time,Status
97,ATGRGSTW08230,AP39DG9094,AP/201224/0116,ANDHRA PRADESH,Guntur,TWO WHEELER,SUZUKI,ACCESS 125,2019,51200,1,52055,29-09-2020,24-12-2020 17:17:56,24-12-2020,11:11:00,27-12-2020,17:02:00,SOLD OUT
98,ATGRGSTW08249,AP39DH3154,AP/201224/0115,ANDHRA PRADESH,Guntur,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2019,47950,0,0,29-09-2020,24-12-2020 17:17:06,24-12-2020,09:00:00,18-01-2021,17:08:00,POSTED FOR SALE
99,ATGRGSTW08293,AP39DM0583,AP/201224/0114,ANDHRA PRADESH,Guntur,TWO WHEELER,HMSI,HONDA DIO,2019,45000,0,0,24-08-2020,24-12-2020 17:16:23,24-12-2020,09:11:00,18-01-2021,17:04:00,POSTED FOR SALE
100,ATKWJATW00949,AP39AH3107,AP/201224/0113,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS STAR CITY,2019,39000,0,0,21-07-2020,24-12-2020 17:15:31,24-12-2020,08:08:00,18-01-2021,17:04:00,POSTED FOR SALE
101,ATKWNMTW01817,AP39AP5837,AP/201224/0112,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,42000,2,43000,24-08-2020,24-12-2020 17:14:39,24-12-2020,08:12:00,18-01-2021,17:04:00,POSTED FOR SALE
102,ATONGNTW01073,AP39EF3897,AP/201224/0108,ANDHRA PRADESH,Guntur,TWO WHEELER,HMSI,DREAM YUGA,2019,55000,1,48030,24-08-2020,24-12-2020 17:10:19,24-12-2020,12:09:00,06-01-2021,18:04:00,BID CONFIRMED
103,ATRYRTTW03709,AP39AH7370,AP/201224/0107,ANDHRA PRADESH,RajahmundrY,TWO WHEELER,HMSI,HONDA DIO,2019,39000,2,42000,30-06-2020,24-12-2020 17:09:07,24-12-2020,09:03:00,18-01-2021,17:10:00,POSTED FOR SALE
104,ATRYRTTW04149,AP39BU6535,AP/201224/0106,ANDHRA PRADESH,RajahmundrY,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,44000,1,44500,24-08-2020,24-12-2020 17:08:20,24-12-2020,12:00:00,18-01-2021,17:03:00,POSTED FOR SALE
105,ATRYRTTW04290,AP39CK9354,AP/201224/0105,ANDHRA PRADESH,RajahmundrY,TWO WHEELER,SUZUKI,ACCESS 125,2019,43000,3,46000,29-09-2020,24-12-2020 17:07:33,24-12-2020,08:04:00,18-01-2021,17:06:00,POSTED FOR SALE
106,ATRYRTTW04626,TN52AZ1234,AP/201224/0104,ANDHRA PRADESH,Kakinada,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,43000,0,0,29-09-2020,24-12-2020 17:06:45,24-12-2020,11:04:00,18-01-2021,17:10:00,POSTED FOR SALE
107,ATVJVITW02492,AP39DY3916,AP/201224/0103,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2019,47000,0,0,29-09-2020,24-12-2020 17:05:49,24-12-2020,08:05:00,18-01-2021,17:06:00,POSTED FOR SALE
108,ATVJVITW02523,AP39DZ7989,AP/201224/0102,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO PASSION X PRO,2019,47000,0,0,24-08-2020,24-12-2020 17:04:56,24-12-2020,08:07:00,18-01-2021,17:02:00,POSTED FOR SALE
109,ATVJVITW02628,AP39EF3186,AP/201224/0101,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,41000,5,45500,24-08-2020,24-12-2020 17:01:20,24-12-2020,08:10:00,18-01-2021,17:09:00,POSTED FOR SALE
110,ATVJVITW02647,AP39EC7987,AP/201224/0100,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,ACTIVA 6,2020,60000,4,60100,21-07-2020,24-12-2020 17:00:25,24-12-2020,08:09:00,31-12-2020,18:02:00,SOLD OUT
111,ATVJVITW02669,AP39EG9917,AP/201224/0099,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,ACTIVA 6,2020,70000,2,62500,29-09-2020,24-12-2020 16:59:35,24-12-2020,09:05:00,18-01-2021,18:08:00,POSTED FOR SALE
112,ATVKVNTW05029,AP39CE1944,AP/201224/0098,ANDHRA PRADESH,Visakhapatnam,TWO WHEELER,PIAGGIO PVT LTD,APRILIA SR 125,2019,46000,0,0,24-08-2020,24-12-2020 16:58:49,24-12-2020,08:08:00,18-01-2021,17:06:00,POSTED FOR SALE
113,ATVKVNTW05357,AP39CP8902,AP/201224/0097,ANDHRA PRADESH,Visakhapatnam,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,49000,0,0,24-08-2020,24-12-2020 16:57:53,24-12-2020,08:06:00,18-01-2021,17:05:00,POSTED FOR SALE
114,ATVKVNTW05406,AP39CX9505,AP/201224/0096,ANDHRA PRADESH,Visakhapatnam,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2019,41000,0,0,21-07-2020,24-12-2020 16:56:43,24-12-2020,08:05:00,18-01-2021,17:09:00,POSTED FOR SALE
115,ATVKVNTW05707,AP39DG7884,AP/201224/0095,ANDHRA PRADESH,Visakhapatnam,TWO WHEELER,HMSI,HONDA GRAZIA,2019,39000,0,0,11-09-2020,24-12-2020 16:55:33,24-12-2020,10:10:00,18-01-2021,00:00:00,POSTED FOR SALE
116,ATVPVSTW07047,AP39EK0527,AP/201224/0094,ANDHRA PRADESH,Visakhapatnam,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,66000,2,43000,19-09-2020,24-12-2020 16:54:46,24-12-2020,09:01:00,06-01-2021,17:05:00,BID CONFIRMED
117,ATVWVJTW05306,AP16EU2401,AP/201224/0093,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2017,29872,0,0,21-07-2020,24-12-2020 16:51:16,24-12-2020,09:00:00,18-01-2021,17:03:00,POSTED FOR SALE
118,ATVWVJTW08641,AP16FC6945,AP/201224/0092,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2018,30000,1,23500,24-08-2020,24-12-2020 16:47:28,24-12-2020,11:09:00,18-01-2021,18:09:00,POSTED FOR SALE
119,ATVWVJTW09000,AP39F5258,AP/201224/0091,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2018,40000,2,41000,29-09-2020,24-12-2020 16:46:24,24-12-2020,10:00:00,18-01-2021,17:10:00,POSTED FOR SALE
120,ATVWVJTW09254,AP39AL6997,AP/201224/0090,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,67000,2,62500,19-09-2020,24-12-2020 16:44:47,24-12-2020,09:13:00,18-01-2021,18:04:00,POSTED FOR SALE
121,ATVWVJTW09466,AP39BA1964,AP/201224/0089,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA GRAZIA,2019,40000,1,40100,19-09-2020,24-12-2020 16:43:46,24-12-2020,09:10:00,18-01-2021,17:06:00,POSTED FOR SALE
122,ATVWVJTW09618,AP39BK9973,AP/201224/0088,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA SHINE,2019,65000,2,58500,29-09-2020,24-12-2020 16:42:46,24-12-2020,08:15:00,06-01-2021,18:11:00,BID CONFIRMED
123,ATVWVJTW09826,AP39BU2391,AP/201224/0087,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2019,45000,4,32555,19-08-2020,24-12-2020 16:41:31,24-12-2020,08:20:00,18-01-2021,18:16:00,POSTED FOR SALE
124,ATVWVJTW09871,AP39BV7284,AP/201224/0086,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 LX,2019,49000,0,0,24-08-2020,24-12-2020 16:40:38,24-12-2020,09:00:00,18-01-2021,17:11:00,POSTED FOR SALE
125,ATVWVJTW10374,AP39CZ7856,AP/201224/0085,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS SCOOTY PEP PLUS,2019,45000,4,45100,29-09-2020,24-12-2020 16:39:23,24-12-2020,10:13:00,31-12-2020,18:11:00,SOLD OUT
126,ATVWVJTW10530,AP39DG6325,AP/201224/0084,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,47000,2,50555,24-08-2020,24-12-2020 16:38:34,24-12-2020,11:17:00,18-01-2021,17:05:00,POSTED FOR SALE
127,ATVWVJTW10568,AP39DK3541,AP/201224/0083,ANDHRA PRADESH,Guntur,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,49000,3,53055,24-08-2020,24-12-2020 16:37:47,24-12-2020,08:08:00,18-01-2021,17:08:00,POSTED FOR SALE
128,ATVWVJTW10741,AP39EF4169,AP/201224/0082,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2019,48000,0,0,21-07-2020,24-12-2020 16:37:02,24-12-2020,08:11:00,18-01-2021,17:02:00,POSTED FOR SALE
129,ATKWNMTW01692,AP39E7756,AP/201015/0095,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS STAR CITY,2018,43000,1,43509,01-08-2020,15-10-2020 00:00:00,18-10-2020,08:00:00,19-10-2020,18:20:00,SOLD OUT
130,ATKWNMTW02099,AP39CD5380,AP/201015/0094,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS SCOOTY PEP PLUS,2019,38000,1,48000,01-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,18:15:00,SOLD OUT
131,ATKWNMTW02186,AP39CR8770,AP/201015/0093,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,JUPITER CLASSIC,2019,48000,2,50500,01-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,18:10:00,SOLD OUT
132,ATODNGTW00236,AP39EF3500,AP/201015/0092,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS XL SUPER HD,2020,38000,2,49000,01-08-2020,15-10-2020 00:00:00,16-10-2020,08:00:00,19-10-2020,18:05:00,SOLD OUT
133,ATVWVJTW03720,AP16FJ1960,AP/200913/0007,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2017,17000,0,0,20-02-2020,13-09-2020 00:00:00,28-10-2020,08:00:00,18-01-2021,18:00:00,POSTED FOR SALE
134,ATVWVJTW06427,AP16FD8726,AP/200913/0006,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,SUZUKI,ACCESS 125,2018,47500,6,48100,31-07-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
135,ATVWVJTW06925,AP16FE1090,AP/200913/0005,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2018,22000,5,34600,21-03-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,18:25:00,SOLD OUT
136,ATVWVJTW07592,AP16FE1702,AP/200913/0004,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,MAESTRO,2018,22000,6,38600,07-08-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,18:20:00,SELLER CANCELLED
137,ATVWVJTW10761,AP39DT9788,AP/200913/0003,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2019,39000,0,0,06-08-2020,13-09-2020 00:00:00,28-10-2020,08:00:00,18-01-2021,18:05:00,POSTED FOR SALE
138,ATVWVJTW05510,AP16FC0544,AP/200913/0002,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,YAMAHA,YAHAMA SCOOTER - FASINO,2018,25000,1,25500,17-03-2020,13-09-2020 00:00:00,28-10-2020,08:00:00,18-01-2021,18:10:00,POSTED FOR SALE
139,ATVWVJTW06473,AP16FD5343,AP/200913/0001,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2018,59000,7,59000,18-03-2020,13-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
140,ATVWVJTW09804,AP39BU2334,AP/200912/0013,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,TVS XL SUPER HD,2019,49000,5,48000,19-03-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
141,ATVWVJTW10272,AP39EF0717,AP/200912/0012,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 VX,2019,36000,4,43100,05-03-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:55:00,SOLD OUT
142,ATVWVJTW05836,AP16FB5387,AP/200912/0011,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,Maestro Edge,2018,22000,0,0,20-03-2020,12-09-2020 00:00:00,28-10-2020,08:00:00,18-11-2020,18:15:00,POSTED FOR SALE
143,ATVJVITW02587,AP39EG3508,AP/200912/0010,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 VX,2019,40000,4,48000,25-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:45:00,SOLD OUT
144,ATVJVITW02644,AP39EH2639,AP/200912/0009,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA DIO,2020,63000,4,67500,27-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
145,ATVJVITW02670,AP39EA7634,AP/200912/0008,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 LX,2019,46000,4,46500,25-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
146,ATVWVJTW08957,AP39A0092,AP/200912/0007,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA  X BLADE,2018,40000,3,44500,15-03-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,16-09-2020,17:30:00,SOLD OUT
147,ATVJVITW02589,AP39EF0913,AP/200912/0006,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2020,72000,5,74500,30-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
148,ATVJVITW02623,AP39EC8056,AP/200912/0005,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,GLAMOUR,2020,72000,6,76500,30-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
149,ATVJVITW02445,AP39DU0914,AP/200912/0004,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HMSI,HONDA DIO,2020,62500,5,67000,29-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
150,ATVJVITW02456,AP39DY1855,AP/200912/0003,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,HERO MOTOR CORP,HERO DESTINI 125 VX,2019,44500,3,45000,27-07-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
151,ATVWVJTW09799,AP39BR8653,AP/200912/0002,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,JUPITER BASE,2019,45000,2,46500,07-03-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
152,ATVWVJTW10343,AP39CX5140,AP/200912/0001,ANDHRA PRADESH,VIJAYAWADA,TWO WHEELER,TVS MOTORS,JUPITER DISC,2019,48500,6,53500,10-03-2020,12-09-2020 00:00:00,14-09-2020,08:00:00,23-09-2020,19:00:00,SOLD OUT
153,ATNLNXTW02180,AP39CK6880,AP/200903/0007,ANDHRA PRADESH,Nellore,TWO WHEELER,YAMAHA,SALUTO 125,2019,42000,1,42500,30-07-2020,03-09-2020 00:00:00,11-09-2020,08:00:00,11-09-2020,17:00:00,SOLD OUT
154,ATNLNXTW01900,AP39AU2865,AP/200903/0006,ANDHRA PRADESH,Nellore,TWO WHEELER,SUZUKI,ACCESS 125,2019,40000,7,54500,30-07-2020,03-09-2020 00:00:00,07-09-2020,08:00:00,09-09-2020,18:00:00,SOLD OUT
155,ATNENETW21237,AP39EF9226,AP/200903/0005,ANDHRA PRADESH,Nellore,TWO WHEELER,PIAGGIO PVT LTD,VESPA,2019,63000,6,77500,30-07-2020,03-09-2020 00:00:00,07-09-2020,08:00:00,09-09-2020,18:00:00,SOLD OUT
156,CRBZAPTW03098,CG15DR4507,AP/201214/0010,CENTRAL,AMBIKAPUR,TWO WHEELER,HERO MOTOR CORP,CBZ XTREME (SS),2020,57500,0,0,04-10-2020,17-12-2020 11:37:46,23-12-2020,08:00:00,10-01-2021,17:00:00,POSTED FOR SALE
157,CRNGNGTW03107,MH49BH8539,AP/201126/0001,CENTRAL,NAGPUR,TWO WHEELER,TVS MOTORS,JUPITER DISC,2019,55500,0,0,,26-11-2020 00:00:00,27-11-2020,08:00:00,28-11-2020,17:00:00,POSTED FOR SALE
158,CRAOAKTW02108,MH30BG7256,AP/201119/0032,CENTRAL,AKOLA,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2018,26000,1,27000,22-02-2020,19-11-2020 00:00:00,15-12-2020,08:00:00,17-12-2020,00:00:00,BID CONFIRMED
159,CRNGNGTW03420,MH31FM0917,AP/201119/0025,CENTRAL,NAGPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,41500,2,43000,25-09-2020,19-11-2020 00:00:00,09-12-2020,08:00:00,12-12-2020,17:00:00,SOLD OUT
160,CRNGNGTW03123,MH31FL8083,AP/201119/0024,CENTRAL,NAGPUR,TWO WHEELER,HERO MOTOR CORP,XPULSE 200T,2019,65000,0,0,25-09-2020,19-11-2020 00:00:00,15-12-2020,08:00:00,17-12-2020,17:00:00,POSTED FOR SALE
161,CRNGNGTW03069,MH49BH7802,AP/201119/0023,CENTRAL,NAGPUR,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2019,30000,1,31000,24-10-2020,19-11-2020 00:00:00,25-12-2020,08:00:00,26-12-2020,17:00:00,POSTED FOR SALE
162,CRNGNGTW03711,MH40BY8531,AP/201119/0021,CENTRAL,NAGPUR,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2019,42500,2,43500,24-10-2020,19-11-2020 00:00:00,09-12-2020,08:00:00,12-12-2020,17:00:00,SOLD OUT
163,CRNGNGTW03339,MH49BJ0745,AP/201119/0019,CENTRAL,NAGPUR,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2019,30000,0,0,21-10-2020,21-12-2020 10:23:29,25-12-2020,08:00:00,30-12-2020,17:00:00,POSTED FOR SALE
164,CRAOAMTW02786,MH27CN6923,AP/201119/0018,CENTRAL,AMRAVATI,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,44000,3,49000,11-02-2020,19-11-2020 00:00:00,20-11-2020,08:00:00,22-11-2020,17:00:00,SOLD OUT
165,CRNGNGTW02534,MH49BF4883,AP/201119/0017,CENTRAL,NAGPUR,TWO WHEELER,PIAGGIO PVT LTD,APRILIA SR,2018,46500,0,0,24-10-2020,19-11-2020 00:00:00,15-12-2020,08:00:00,17-12-2020,17:00:00,POSTED FOR SALE
166,CRAOAMTW02518,MH27CL0324,AP/201119/0015,CENTRAL,AMRAVATI,TWO WHEELER,HMSI,HONDA UNICORN,2018,45000,5,55100,,24-11-2020 00:00:00,20-11-2020,08:00:00,22-11-2020,17:00:00,SOLD OUT
167,CRAOAKTW02202,MH30BH0629,AP/201119/0014,CENTRAL,AKOLA,TWO WHEELER,HERO MOTOR CORP,X-TREAM-DISC SELF,2018,49500,0,0,16-12-2019,19-11-2020 00:00:00,27-11-2020,08:00:00,28-11-2020,17:00:00,POSTED FOR SALE
168,CRAOAKTW02073,MH30BG6117,AP/201119/0013,CENTRAL,AKOLA,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PLUS,2018,15000,0,0,09-04-2020,08-12-2020 16:13:38,15-12-2020,08:00:00,17-12-2020,17:00:00,POSTED FOR SALE
169,CRAOAKTW02110,MH30BG4915,AP/201119/0012,CENTRAL,AKOLA,TWO WHEELER,HMSI,Honda CLiq,2018,23500,0,0,16-03-2020,19-11-2020 00:00:00,15-12-2020,08:00:00,17-12-2020,17:00:00,POSTED FOR SALE
170,CRNGNGTW02208,MH31EZ6345,AP/201119/0011,CENTRAL,NAGPUR,TWO WHEELER,HMSI,HONDA ACTIVA 4G,2017,33000,2,34000,26-09-2020,19-11-2020 00:00:00,05-01-2021,08:00:00,07-01-2021,17:00:00,POSTED FOR SALE
171,CRAOAMTW00579,MH27BJ2487,AP/201119/0010,CENTRAL,AMRAVATI,TWO WHEELER,HERO MOTOR CORP,SPLENDOR PRO,2015,13500,6,24511,31-10-2020,19-11-2020 00:00:00,20-11-2020,08:00:00,23-11-2020,17:00:00,SOLD OUT
172,VINGAKTW00480,MH28AK4330,AP/201119/0009,CENTRAL,AKOLA,TWO WHEELER,HMSI,NEO,2014,21500,0,0,09-04-2020,19-11-2020 00:00:00,15-12-2020,08:00:00,17-12-2020,17:00:00,POSTED FOR SALE
173,CRBZBPTW04279,CG10AW3185,AP/201110/0034,CENTRAL,BILASPUR,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2020,43500,0,0,19-09-2020,10-11-2020 00:00:00,23-12-2020,08:00:00,10-01-2021,17:00:00,POSTED FOR SALE
174,CRBZAPTW02940,CG29AC9175,AP/201110/0002,CENTRAL,AMBIKAPUR,TWO WHEELER,HMSI,HONDA SHINE SP,2020,49000,1,49500,18-09-2020,10-11-2020 00:00:00,26-11-2020,10:00:00,27-11-2020,17:00:00,SOLD OUT
175,CRRPBLTW03385,CG07BS3875,AP/201110/0001,CENTRAL,DURG,TWO WHEELER,HERO MOTOR CORP,HERO DUET,2019,29000,1,29000,12-09-2020,10-11-2020 00:00:00,10-11-2020,11:15:00,12-11-2020,17:00:00,SOLD OUT
176,CRBZAPTW03101,CG15DR3539,AP/201109/0038,CENTRAL,AMBIKAPUR,TWO WHEELER,HMSI,GRAZIA 125 SJ,2020,40000,2,41100,27-08-2020,09-11-2020 00:00:00,23-12-2020,08:00:00,30-12-2020,17:00:00,SOLD OUT
177,CRBZAPTW02975,CG15DR2118,AP/201109/0037,CENTRAL,AMBIKAPUR,TWO WHEELER,HERO MOTOR CORP,DREAM YUGA KICK DRUM ALLOY,2020,42000,2,45500,17-08-2020,09-11-2020 00:00:00,20-11-2020,10:00:00,22-11-2020,17:25:00,SOLD OUT
178,CRBZAPTW03054,CG15DR4452,AP/201109/0036,CENTRAL,AMBIKAPUR,TWO WHEELER,TVS MOTORS,TVS XL SUPER,2020,26000,4,30000,06-10-2020,09-11-2020 00:00:00,20-11-2020,10:00:00,22-11-2020,17:25:00,SOLD OUT
179,CRBZAPTW02841,CG15DQ7797,AP/201109/0035,CENTRAL,RAJNANDGAON,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,35500,1,38000,19-09-2020,09-11-2020 00:00:00,10-11-2020,10:00:00,12-11-2020,17:25:00,SOLD OUT
180,CRBZAPTW02703,CG15DQ2554,AP/201109/0034,CENTRAL,AMBIKAPUR,TWO WHEELER,HERO MOTOR CORP,PASSION PRO,2019,33000,1,33000,18-09-2020,09-11-2020 00:00:00,10-11-2020,10:00:00,12-11-2020,17:24:00,SOLD OUT
181,CRBZAPTW02717,CG15DQ1423,AP/201109/0033,CENTRAL,AMBIKAPUR,TWO WHEELER,TVS MOTORS,TVS APACHE RTR 160 4V FI ABS,2019,60000,1,60500,19-09-2020,09-11-2020 00:00:00,20-11-2020,10:00:00,22-11-2020,17:22:00,SOLD OUT
182,CRBZAPTW02671,CG15DQ0115,AP/201109/0032,CENTRAL,AMBIKAPUR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,29000,1,29000,20-09-2020,09-11-2020 00:00:00,10-11-2020,10:00:00,12-11-2020,17:21:00,SOLD OUT
183,CRBZAPTW02732,CG15DQ4098,AP/201109/0031,CENTRAL,AMBIKAPUR,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,46000,2,46500,18-09-2020,09-11-2020 00:00:00,20-11-2020,10:00:00,22-11-2020,17:20:00,SOLD OUT
184,CRRPBLTW04099,CG07BW5708,AP/201109/0030,CENTRAL,DURG,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2020,41500,1,41600,10-03-2020,09-11-2020 00:00:00,10-11-2020,10:00:00,12-11-2020,17:19:00,SOLD OUT
185,CRBZBPTW04440,CG13AH5245,AP/201109/0029,CENTRAL,SARANGARH,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2019,38000,2,39500,03-10-2020,09-11-2020 00:00:00,26-11-2020,10:00:00,27-11-2020,17:20:00,SOLD OUT
186,CRBZRGTW00014,CG13AH3386,AP/201109/0028,CENTRAL,RAIGARH,TWO WHEELER,HMSI,HONDA ACTIVA 5G,2019,43500,2,46000,22-10-2020,09-11-2020 00:00:00,26-11-2020,10:00:00,27-11-2020,17:15:00,SOLD OUT
187,CRRPRNTW00713,CG08AL7944,AP/201109/0027,CENTRAL,RAJNANDGAON,TWO WHEELER,TVS MOTORS,JUPITER BASE,2019,45000,1,45600,19-09-2020,09-11-2020 00:00:00,10-11-2020,10:00:00,12-11-2020,17:14:00,SOLD OUT
188,CRRPRNTW00882,CG08AN0775,AP/201109/0026,CENTRAL,RAJNANDGAON,TWO WHEELER,TVS MOTORS,TVS JUPITER GRANDE DRUM,2019,46500,2,51000,12-09-2020,09-11-2020 00:00:00,20-11-2020,10:00:00,22-11-2020,17:10:00,SOLD OUT
189,CRRPRNTW00677,CG08AL3446,AP/201109/0025,CENTRAL,RAJNANDGAON,TWO WHEELER,SUZUKI,Gixxer 155 cc,2019,27000,0,0,12-09-2020,09-11-2020 00:00:00,23-12-2020,08:00:00,10-01-2021,17:00:00,POSTED FOR SALE
190,CRBZKOTW04318,CG12BB0470,AP/201109/0024,CENTRAL,HARDIBAZAR,TWO WHEELER,HERO MOTOR CORP,HERO HF DELUXE,2020,41000,1,41000,20-10-2020,09-11-2020 00:00:00,26-11-2020,10:00:00,27-11-2020,17:09:00,SOLD OUT
191,CRBZKOTW04022,CG12BA4730,AP/201109/0023,CENTRAL,HARDIBAZAR,TWO WHEELER,HMSI,LIVO (CBF110G),2019,40000,2,41000,22-10-2020,09-11-2020 00:00:00,26-11-2020,10:00:00,27-11-2020,17:09:00,SOLD OUT
192,CRBZKOTW02962,CG12AX4485,AP/201109/0022,CENTRAL,BHAISMA,TWO WHEELER,HERO MOTOR CORP,Super Splander,2018,39000,1,39000,22-10-2020,09-11-2020 00:00:00,11-12-2020,18:15:00,11-12-2020,18:45:00,SOLD OUT
